wahl,gebiet-nr,gebiet-name,Insgesamt,CDU,Grüne,SPD,AfD,FDP,Linke,Anteil_SPD,Anteil_CDU,Anteil_Grüne,Anteil_FDP,Anteil_AfD,Anteil_Linke,CDU_Anteil,CDU_Prozent,Grüne_Anteil,Grüne_Prozent,SPD_Anteil,SPD_Prozent,AfD_Anteil,AfD_Prozent,FDP_Anteil,FDP_Prozent,Linke_Anteil,Linke_Prozent,Wahl_Abkürzung,Stadtteil
Wahl zum Deutschen Bundestag,97072,97072,743,176,159,192,31,63,32,,,,,,,0.23687752355316286,23.687752355316285,0.21399730820995963,21.399730820995963,0.25841184387617766,25.841184387617766,0.04172274562584118,4.172274562584119,0.0847913862718708,8.47913862718708,0.04306864064602961,4.306864064602961,BTW21,
Wahl zum Deutschen Bundestag,97073,97073,781,131,202,219,43,72,44,,,,,,,0.1677336747759283,16.773367477592828,0.2586427656850192,25.86427656850192,0.28040973111395645,28.040973111395644,0.05505761843790013,5.505761843790013,0.09218950064020487,9.218950064020486,0.056338028169014086,5.633802816901409,BTW21,
Wahl zum Deutschen Bundestag,97074,97074,769,161,214,170,37,83,37,,,,,,,0.2093628088426528,20.93628088426528,0.27828348504551365,27.828348504551364,0.22106631989596878,22.106631989596877,0.04811443433029909,4.811443433029909,0.10793237971391417,10.793237971391417,0.04811443433029909,4.811443433029909,BTW21,
Wahl zum Deutschen Bundestag,97075,97075,757,151,223,175,29,69,38,,,,,,,0.19947159841479525,19.947159841479525,0.29458388375165123,29.45838837516512,0.2311756935270806,23.11756935270806,0.03830911492734478,3.830911492734478,0.09114927344782034,9.114927344782034,0.05019815059445178,5.019815059445178,BTW21,
Wahl zum Deutschen Bundestag,97076,97076,732,123,202,219,21,66,38,,,,,,,0.1680327868852459,16.80327868852459,0.27595628415300544,27.595628415300546,0.29918032786885246,29.918032786885245,0.028688524590163935,2.8688524590163933,0.09016393442622951,9.01639344262295,0.05191256830601093,5.191256830601093,BTW21,
Wahl zum Deutschen Bundestag,97077,97077,773,183,183,201,37,84,31,,,,,,,0.23673997412677877,23.673997412677878,0.23673997412677877,23.673997412677878,0.26002587322121606,26.002587322121606,0.047865459249676584,4.786545924967658,0.10866752910737387,10.866752910737388,0.040103492884864166,4.010349288486417,BTW21,
Wahl zum Deutschen Bundestag,98080,98080,888,155,158,332,38,90,35,,,,,,,0.17454954954954954,17.454954954954953,0.17792792792792791,17.792792792792792,0.3738738738738739,37.38738738738739,0.04279279279279279,4.2792792792792795,0.10135135135135136,10.135135135135135,0.039414414414414414,3.9414414414414414,BTW21,
Wahl zum Deutschen Bundestag,98081,98081,824,189,156,258,40,75,33,,,,,,,0.22936893203883496,22.936893203883496,0.18932038834951456,18.932038834951456,0.3131067961165049,31.31067961165049,0.04854368932038835,4.854368932038835,0.09101941747572816,9.101941747572816,0.04004854368932039,4.0048543689320395,BTW21,
Wahl zum Deutschen Bundestag,99090,99090,789,116,302,155,30,73,60,,,,,,,0.14702154626108999,14.702154626109,0.38276299112801015,38.27629911280101,0.1964512040557668,19.64512040557668,0.03802281368821293,3.802281368821293,0.09252217997465145,9.252217997465145,0.07604562737642585,7.604562737642586,BTW21,
Wahl zum Deutschen Bundestag,99091,99091,911,185,230,234,47,85,52,,,,,,,0.2030735455543359,20.30735455543359,0.2524698133918771,25.24698133918771,0.25686059275521406,25.686059275521405,0.05159165751920966,5.159165751920966,0.09330406147091108,9.330406147091107,0.0570801317233809,5.708013172338091,BTW21,
Wahl zum Deutschen Bundestag,99092,99092,778,144,209,206,36,69,47,,,,,,,0.18508997429305912,18.50899742930591,0.2686375321336761,26.86375321336761,0.2647814910025707,26.47814910025707,0.04627249357326478,4.627249357326478,0.08868894601542417,8.868894601542417,0.060411311053984576,6.041131105398458,BTW21,
Landtagswahl 2023,10,00010 - Stadtverwaltung,279,51,75,31,25,14,31,,,,,,,0.1827956989247312,18.27956989247312,0.26881720430107525,26.881720430107524,0.1111111111111111,11.11111111111111,0.08960573476702509,8.960573476702509,0.05017921146953405,5.017921146953405,0.1111111111111111,11.11111111111111,LTW23,DA-Mitte
Landtagswahl 2023,20,00020 - Justus-Liebig-Haus,242,25,73,40,15,15,29,,,,,,,0.10330578512396695,10.330578512396695,0.30165289256198347,30.165289256198346,0.1652892561983471,16.528925619834713,0.06198347107438017,6.198347107438017,0.06198347107438017,6.198347107438017,0.11983471074380166,11.983471074380166,LTW23,DA-Mitte
Landtagswahl 2023,30,00030 - Justus-Liebig-Haus,245,36,96,33,13,8,17,,,,,,,0.1469387755102041,14.69387755102041,0.39183673469387753,39.183673469387756,0.1346938775510204,13.46938775510204,0.053061224489795916,5.3061224489795915,0.0326530612244898,3.2653061224489797,0.06938775510204082,6.938775510204081,LTW23,DA-Mitte
Landtagswahl 2023,40,00040 - Stadtverwaltung,269,36,71,38,29,20,31,,,,,,,0.13382899628252787,13.382899628252787,0.26394052044609667,26.394052044609666,0.1412639405204461,14.12639405204461,0.10780669144981413,10.780669144981413,0.07434944237918216,7.434944237918216,0.11524163568773234,11.524163568773234,LTW23,DA-Mitte
Landtagswahl 2023,50,00050 - Justus-Liebig-Haus,280,39,81,36,34,17,22,,,,,,,0.1392857142857143,13.928571428571429,0.2892857142857143,28.92857142857143,0.12857142857142856,12.857142857142856,0.12142857142857143,12.142857142857142,0.060714285714285714,6.071428571428571,0.07857142857142857,7.857142857142857,LTW23,DA-Mitte
Landtagswahl 2023,60,00060 - Interimsgebäude Erasmus-Kittler-Schule,341,64,83,45,42,19,35,,,,,,,0.187683284457478,18.7683284457478,0.2434017595307918,24.34017595307918,0.13196480938416422,13.196480938416421,0.12316715542521994,12.316715542521994,0.05571847507331378,5.571847507331378,0.10263929618768329,10.263929618768328,LTW23,DA-Nord
Landtagswahl 2023,90,00090 - Goetheschule,502,72,179,66,38,24,61,,,,,,,0.14342629482071714,14.342629482071715,0.3565737051792829,35.657370517928285,0.13147410358565736,13.147410358565736,0.07569721115537849,7.569721115537849,0.04780876494023904,4.780876494023905,0.12151394422310757,12.151394422310757,LTW23,DA-Nord
Landtagswahl 2023,100,00100 - Goetheschule,544,83,221,54,45,23,34,,,,,,,0.15257352941176472,15.257352941176471,0.40625,40.625,0.09926470588235294,9.926470588235293,0.08272058823529412,8.272058823529411,0.042279411764705885,4.227941176470589,0.0625,6.25,LTW23,DA-Nord
Landtagswahl 2023,120,00120 - Stadthaus Frankf. Str.,214,41,40,31,59,11,11,,,,,,,0.19158878504672897,19.158878504672895,0.18691588785046728,18.69158878504673,0.14485981308411214,14.485981308411214,0.2757009345794392,27.570093457943923,0.0514018691588785,5.14018691588785,0.0514018691588785,5.14018691588785,LTW23,DA-Nord
Landtagswahl 2023,130,00130 - Ehemalige Kyritzschule,570,59,224,83,28,27,59,,,,,,,0.10350877192982456,10.350877192982457,0.3929824561403509,39.29824561403509,0.1456140350877193,14.561403508771932,0.04912280701754386,4.912280701754386,0.04736842105263158,4.736842105263158,0.10350877192982456,10.350877192982457,LTW23,DA-Nord
Landtagswahl 2023,140,00140 - Ehemalige Kyritzschule,341,37,130,50,14,10,37,,,,,,,0.10850439882697947,10.850439882697946,0.3812316715542522,38.12316715542522,0.1466275659824047,14.66275659824047,0.04105571847507331,4.105571847507331,0.02932551319648094,2.932551319648094,0.10850439882697947,10.850439882697946,LTW23,DA-Nord
Landtagswahl 2023,150,00150 - Ehemalige Kyritzschule,455,44,174,60,32,14,55,,,,,,,0.0967032967032967,9.670329670329672,0.3824175824175824,38.24175824175824,0.13186813186813187,13.186813186813188,0.07032967032967033,7.032967032967033,0.03076923076923077,3.076923076923077,0.12087912087912088,12.087912087912088,LTW23,DA-Nord
Landtagswahl 2023,180,00180 - Schillerschule,477,49,176,63,36,21,59,,,,,,,0.10272536687631027,10.272536687631026,0.3689727463312369,36.897274633123686,0.1320754716981132,13.20754716981132,0.07547169811320754,7.547169811320755,0.0440251572327044,4.40251572327044,0.12368972746331237,12.368972746331238,LTW23,DA-Nord
Landtagswahl 2023,190,00190 - Schillerschule,424,48,137,61,29,12,53,,,,,,,0.11320754716981132,11.320754716981133,0.3231132075471698,32.31132075471698,0.14386792452830188,14.38679245283019,0.06839622641509434,6.839622641509433,0.02830188679245283,2.8301886792452833,0.125,12.5,LTW23,DA-Nord
Landtagswahl 2023,200,00200 - Schillerschule,343,32,127,55,27,13,42,,,,,,,0.09329446064139942,9.329446064139942,0.37026239067055394,37.02623906705539,0.16034985422740525,16.034985422740526,0.07871720116618076,7.871720116618077,0.037900874635568516,3.7900874635568513,0.12244897959183673,12.244897959183673,LTW23,DA-Nord
Landtagswahl 2023,210,00210 - Schillerschule,424,58,129,54,44,15,46,,,,,,,0.13679245283018868,13.679245283018867,0.30424528301886794,30.424528301886795,0.12735849056603774,12.735849056603774,0.10377358490566038,10.377358490566039,0.03537735849056604,3.5377358490566038,0.10849056603773585,10.849056603773585,LTW23,DA-Nord
Landtagswahl 2023,220,00220 - Bernhard-Adelung-Schule,493,52,194,77,35,12,54,,,,,,,0.10547667342799188,10.547667342799189,0.3935091277890467,39.350912778904664,0.15618661257606492,15.618661257606492,0.07099391480730223,7.099391480730223,0.02434077079107505,2.434077079107505,0.10953346855983773,10.953346855983773,LTW23,DA-Nord
Landtagswahl 2023,230,00230 - Bernhard-Adelung-Schule,486,69,122,70,66,17,66,,,,,,,0.1419753086419753,14.19753086419753,0.25102880658436216,25.102880658436217,0.1440329218106996,14.40329218106996,0.13580246913580246,13.580246913580247,0.03497942386831276,3.4979423868312756,0.13580246913580246,13.580246913580247,LTW23,DA-Nord
Landtagswahl 2023,240,00240 - Kiga Ev.Thomasgemeinde,441,76,106,98,57,16,40,,,,,,,0.17233560090702948,17.233560090702948,0.24036281179138322,24.03628117913832,0.2222222222222222,22.22222222222222,0.1292517006802721,12.925170068027212,0.036281179138321996,3.6281179138321997,0.09070294784580499,9.070294784580499,LTW23,DA-Nord
Landtagswahl 2023,250,00250 - Chr.-Morgenstern-Schule,434,50,176,61,25,16,55,,,,,,,0.1152073732718894,11.52073732718894,0.4055299539170507,40.55299539170507,0.14055299539170507,14.055299539170507,0.0576036866359447,5.76036866359447,0.03686635944700461,3.686635944700461,0.12672811059907835,12.672811059907835,LTW23,DA-Nord
Landtagswahl 2023,260,00260 - Kiga Ev.Thomasgemeinde,419,133,115,38,40,20,16,,,,,,,0.31742243436754175,31.742243436754176,0.2744630071599045,27.44630071599045,0.09069212410501193,9.069212410501192,0.0954653937947494,9.54653937947494,0.0477326968973747,4.77326968973747,0.03818615751789976,3.8186157517899764,LTW23,DA-Ost
Landtagswahl 2023,270,00270 - Kiga Ev.Thomasgemeinde,631,216,160,95,44,38,16,,,,,,,0.34231378763866877,34.23137876386688,0.25356576862123614,25.356576862123614,0.15055467511885895,15.055467511885896,0.06973058637083994,6.9730586370839935,0.060221870047543584,6.022187004754358,0.025356576862123614,2.535657686212361,LTW23,DA-Ost
Landtagswahl 2023,280,00280 - Abendgymnasium,493,127,183,50,18,31,25,,,,,,,0.25760649087221094,25.760649087221093,0.3711967545638945,37.11967545638945,0.10141987829614604,10.141987829614605,0.036511156186612576,3.6511156186612577,0.06288032454361055,6.288032454361055,0.05070993914807302,5.070993914807302,LTW23,DA-Ost
Landtagswahl 2023,290,00290 - Abendgymnasium,341,67,98,58,25,18,32,,,,,,,0.19648093841642228,19.64809384164223,0.2873900293255132,28.739002932551323,0.17008797653958943,17.008797653958943,0.07331378299120235,7.331378299120235,0.05278592375366569,5.278592375366569,0.093841642228739,9.3841642228739,LTW23,DA-Ost
Landtagswahl 2023,310,00310 - Abendgymnasium,475,80,115,72,51,32,41,,,,,,,0.16842105263157894,16.842105263157894,0.24210526315789474,24.210526315789473,0.15157894736842106,15.157894736842106,0.10736842105263159,10.73684210526316,0.06736842105263158,6.7368421052631575,0.0863157894736842,8.631578947368421,LTW23,DA-Ost
Landtagswahl 2023,320,00320 - Abendgymnasium,537,80,181,76,45,21,61,,,,,,,0.148975791433892,14.8975791433892,0.3370577281191806,33.70577281191806,0.14152700186219738,14.152700186219738,0.08379888268156424,8.379888268156424,0.03910614525139665,3.910614525139665,0.11359404096834265,11.359404096834265,LTW23,DA-Ost
Landtagswahl 2023,330,00330 - Abendgymnasium,504,75,166,74,49,17,50,,,,,,,0.1488095238095238,14.880952380952381,0.32936507936507936,32.93650793650794,0.14682539682539683,14.682539682539684,0.09722222222222222,9.722222222222223,0.03373015873015873,3.373015873015873,0.0992063492063492,9.920634920634921,LTW23,DA-Ost
Landtagswahl 2023,340,00340 - Elly-Heuss-Knapp-Schule,527,130,138,68,56,34,36,,,,,,,0.24667931688804554,24.667931688804554,0.2618595825426945,26.185958254269448,0.12903225806451613,12.903225806451612,0.1062618595825427,10.62618595825427,0.06451612903225806,6.451612903225806,0.0683111954459203,6.83111954459203,LTW23,DA-Ost
Landtagswahl 2023,350,00350 - Elly-Heuss-Knapp-Schule,506,100,152,80,43,15,44,,,,,,,0.1976284584980237,19.76284584980237,0.30039525691699603,30.039525691699602,0.15810276679841898,15.810276679841898,0.08498023715415019,8.49802371541502,0.029644268774703556,2.9644268774703555,0.08695652173913043,8.695652173913043,LTW23,DA-Ost
Landtagswahl 2023,370,00370 - Käthe-Kollwitz-Schule,476,115,92,79,78,19,27,,,,,,,0.2415966386554622,24.159663865546218,0.19327731092436976,19.327731092436977,0.16596638655462184,16.596638655462183,0.1638655462184874,16.386554621848738,0.03991596638655462,3.9915966386554618,0.05672268907563025,5.6722689075630255,LTW23,DA-Nord
Landtagswahl 2023,380,00380 - Käthe-Kollwitz-Schule,300,44,92,46,54,26,9,,,,,,,0.14666666666666667,14.666666666666666,0.30666666666666664,30.666666666666664,0.15333333333333332,15.333333333333332,0.18,18.0,0.08666666666666667,8.666666666666668,0.03,3.0,LTW23,DA-Nord
Landtagswahl 2023,390,00390 - Käthe-Kollwitz-Schule,433,100,85,58,92,13,25,,,,,,,0.23094688221709006,23.094688221709006,0.19630484988452657,19.630484988452658,0.13394919168591224,13.394919168591224,0.21247113163972287,21.247113163972287,0.03002309468822171,3.0023094688221708,0.057736720554272515,5.773672055427252,LTW23,DA-Nord
Landtagswahl 2023,411,00411 - Erich Kästner-Schule,453,33,205,66,44,7,49,,,,,,,0.0728476821192053,7.28476821192053,0.45253863134657835,45.253863134657834,0.1456953642384106,14.56953642384106,0.09713024282560706,9.713024282560706,0.01545253863134658,1.545253863134658,0.10816777041942605,10.816777041942604,LTW23,Kranichstein
Landtagswahl 2023,412,00412 - Erich Kästner-Schule,256,43,70,49,47,13,18,,,,,,,0.16796875,16.796875,0.2734375,27.34375,0.19140625,19.140625,0.18359375,18.359375,0.05078125,5.078125,0.0703125,7.03125,LTW23,Kranichstein
Landtagswahl 2023,413,00413 - Familienzentrum,254,41,85,44,31,5,16,,,,,,,0.16141732283464566,16.141732283464567,0.3346456692913386,33.46456692913386,0.1732283464566929,17.322834645669293,0.1220472440944882,12.204724409448819,0.01968503937007874,1.968503937007874,0.06299212598425197,6.299212598425196,LTW23,Kranichstein
Landtagswahl 2023,421,00421 - Erich Kästner-Schule,332,79,24,48,119,10,27,,,,,,,0.23795180722891565,23.795180722891565,0.07228915662650602,7.228915662650602,0.14457831325301204,14.457831325301203,0.35843373493975905,35.8433734939759,0.030120481927710843,3.0120481927710845,0.08132530120481928,8.132530120481928,LTW23,Kranichstein
Landtagswahl 2023,422,00422 - Erich Kästner-Schule,269,66,65,35,36,19,21,,,,,,,0.24535315985130113,24.53531598513011,0.241635687732342,24.1635687732342,0.13011152416356878,13.011152416356877,0.13382899628252787,13.382899628252787,0.07063197026022305,7.063197026022305,0.07806691449814127,7.806691449814126,LTW23,Kranichstein
Landtagswahl 2023,431,"00431 - Kinderhort, Jägertorstr.",362,66,62,69,78,16,26,,,,,,,0.18232044198895028,18.23204419889503,0.1712707182320442,17.12707182320442,0.19060773480662985,19.060773480662984,0.2154696132596685,21.54696132596685,0.04419889502762431,4.41988950276243,0.0718232044198895,7.18232044198895,LTW23,Arheilgen
Landtagswahl 2023,432,00432 - Erich Kästner-Schule,434,101,85,75,88,16,27,,,,,,,0.23271889400921658,23.27188940092166,0.195852534562212,19.5852534562212,0.1728110599078341,17.28110599078341,0.20276497695852536,20.276497695852534,0.03686635944700461,3.686635944700461,0.06221198156682028,6.221198156682028,LTW23,Kranichstein
Landtagswahl 2023,440,"00440 - Kinderhort, Jägertorstr.",275,57,44,52,53,10,18,,,,,,,0.20727272727272728,20.727272727272727,0.16,16.0,0.1890909090909091,18.90909090909091,0.19272727272727272,19.272727272727273,0.03636363636363636,3.6363636363636362,0.06545454545454546,6.545454545454546,LTW23,Arheilgen
Landtagswahl 2023,450,00450 - Stadtteilschule Arheilg.,468,109,100,78,78,22,18,,,,,,,0.2329059829059829,23.29059829059829,0.21367521367521367,21.367521367521366,0.16666666666666666,16.666666666666664,0.16666666666666666,16.666666666666664,0.04700854700854701,4.700854700854701,0.038461538461538464,3.8461538461538463,LTW23,Arheilgen
Landtagswahl 2023,460,00460 - Stadtteilschule Arheilg.,519,152,93,100,71,17,28,,,,,,,0.2928709055876686,29.28709055876686,0.1791907514450867,17.91907514450867,0.1926782273603083,19.26782273603083,0.13680154142581888,13.680154142581888,0.03275529865125241,3.275529865125241,0.05394990366088632,5.394990366088632,LTW23,Arheilgen
Landtagswahl 2023,481,00481 - Astrid-Lindgren-Schule,451,123,108,64,69,18,17,,,,,,,0.2727272727272727,27.27272727272727,0.2394678492239468,23.946784922394677,0.1419068736141907,14.19068736141907,0.15299334811529933,15.299334811529933,0.03991130820399113,3.9911308203991127,0.037694013303769404,3.7694013303769403,LTW23,Arheilgen
Landtagswahl 2023,482,00482 - Wilhelm-Busch-Schule,491,113,94,76,93,31,20,,,,,,,0.23014256619144602,23.014256619144604,0.19144602851323828,19.144602851323828,0.15478615071283094,15.478615071283095,0.1894093686354379,18.94093686354379,0.06313645621181263,6.313645621181263,0.04073319755600815,4.0733197556008145,LTW23,Arheilgen
Landtagswahl 2023,483,00483 - Wilhelm-Busch-Schule,433,151,82,65,58,29,12,,,,,,,0.34872979214780603,34.8729792147806,0.18937644341801385,18.937644341801384,0.15011547344110854,15.011547344110854,0.13394919168591224,13.394919168591224,0.06697459584295612,6.697459584295612,0.02771362586605081,2.771362586605081,LTW23,Arheilgen
Landtagswahl 2023,490,00490 - Astrid-Lindgren-Schule,444,113,111,86,64,13,14,,,,,,,0.2545045045045045,25.45045045045045,0.25,25.0,0.19369369369369369,19.36936936936937,0.14414414414414414,14.414414414414415,0.02927927927927928,2.9279279279279278,0.03153153153153153,3.153153153153153,LTW23,Arheilgen
Landtagswahl 2023,500,00500 - Astrid-Lindgren-Schule,433,95,98,94,68,17,17,,,,,,,0.21939953810623555,21.939953810623557,0.22632794457274827,22.632794457274827,0.21709006928406466,21.709006928406467,0.15704387990762125,15.704387990762125,0.03926096997690531,3.9260969976905313,0.03926096997690531,3.9260969976905313,LTW23,Arheilgen
Landtagswahl 2023,510,00510 - Astrid-Lindgren-Schule,308,56,57,61,57,11,20,,,,,,,0.18181818181818182,18.181818181818183,0.18506493506493507,18.506493506493506,0.19805194805194806,19.805194805194805,0.18506493506493507,18.506493506493506,0.03571428571428571,3.571428571428571,0.06493506493506493,6.493506493506493,LTW23,Arheilgen
Landtagswahl 2023,521,00521 - Wilhelm-Busch-Schule,363,107,69,59,57,23,17,,,,,,,0.29476584022038566,29.476584022038566,0.19008264462809918,19.00826446280992,0.162534435261708,16.2534435261708,0.15702479338842976,15.702479338842975,0.06336088154269973,6.336088154269973,0.046831955922865015,4.683195592286501,LTW23,Arheilgen
Landtagswahl 2023,522,00522 - Wilhelm-Busch-Schule,338,87,73,54,60,12,12,,,,,,,0.257396449704142,25.7396449704142,0.21597633136094674,21.597633136094675,0.15976331360946747,15.976331360946746,0.17751479289940827,17.75147928994083,0.03550295857988166,3.5502958579881656,0.03550295857988166,3.5502958579881656,LTW23,Arheilgen
Landtagswahl 2023,530,00530 - Freiwillige Feuerwehr DA-Arheilgen,466,124,78,78,84,20,23,,,,,,,0.26609442060085836,26.609442060085836,0.16738197424892703,16.738197424892704,0.16738197424892703,16.738197424892704,0.18025751072961374,18.025751072961373,0.04291845493562232,4.291845493562231,0.04935622317596566,4.935622317596566,LTW23,Arheilgen
Landtagswahl 2023,540,00540 - Alice-Eleonoren-Schule (Kapellplatz),257,51,71,47,19,7,24,,,,,,,0.19844357976653695,19.844357976653697,0.27626459143968873,27.626459143968873,0.1828793774319066,18.28793774319066,0.07392996108949416,7.392996108949417,0.027237354085603113,2.7237354085603114,0.0933852140077821,9.33852140077821,LTW23,DA-Mitte
Landtagswahl 2023,550,00550 - Alice-Eleonoren-Schule (Kapellplatz),452,77,132,82,42,29,38,,,,,,,0.17035398230088494,17.035398230088493,0.2920353982300885,29.20353982300885,0.18141592920353983,18.141592920353983,0.09292035398230089,9.29203539823009,0.06415929203539823,6.415929203539823,0.084070796460177,8.4070796460177,LTW23,DA-Mitte
Landtagswahl 2023,560,00560 - Alice-Eleonoren-Schule (Kapellplatz),407,80,114,56,39,21,35,,,,,,,0.19656019656019655,19.656019656019655,0.2800982800982801,28.00982800982801,0.1375921375921376,13.75921375921376,0.09582309582309582,9.582309582309582,0.051597051597051594,5.159705159705159,0.085995085995086,8.5995085995086,LTW23,DA-Mitte
Landtagswahl 2023,570,00570 - Heinrich-Hoffmann-Schule,454,87,136,70,44,19,41,,,,,,,0.19162995594713655,19.162995594713657,0.29955947136563876,29.955947136563875,0.15418502202643172,15.418502202643172,0.09691629955947137,9.691629955947137,0.04185022026431718,4.185022026431718,0.09030837004405286,9.030837004405285,LTW23,DA-Mitte
Landtagswahl 2023,580,00580 - Heinrich-Hoffmann-Schule,411,64,132,77,26,13,35,,,,,,,0.15571776155717762,15.571776155717762,0.32116788321167883,32.11678832116788,0.1873479318734793,18.734793187347933,0.06326034063260341,6.326034063260341,0.031630170316301706,3.1630170316301705,0.0851581508515815,8.51581508515815,LTW23,DA-Mitte
Landtagswahl 2023,600,00600 - Georg-Büchner-Schule,663,175,207,73,38,43,46,,,,,,,0.26395173453996984,26.395173453996986,0.31221719457013575,31.221719457013574,0.11010558069381599,11.010558069381599,0.05731523378582202,5.731523378582202,0.06485671191553545,6.485671191553545,0.0693815987933635,6.93815987933635,LTW23,Bessungen
Landtagswahl 2023,610,00610 - Alice-Eleonoren-Schule,663,227,189,81,42,49,24,,,,,,,0.34238310708898945,34.23831070889894,0.2850678733031674,28.50678733031674,0.12217194570135746,12.217194570135746,0.06334841628959276,6.334841628959276,0.07390648567119155,7.390648567119156,0.03619909502262444,3.619909502262444,LTW23,Bessungen
Landtagswahl 2023,620,00620 - Lichtenbergschule,501,150,147,63,46,27,24,,,,,,,0.2994011976047904,29.94011976047904,0.2934131736526946,29.34131736526946,0.12574850299401197,12.574850299401197,0.09181636726546906,9.181636726546905,0.05389221556886228,5.389221556886228,0.04790419161676647,4.790419161676647,LTW23,Bessungen
Landtagswahl 2023,630,00630 - Herderschule,448,79,180,58,20,17,33,,,,,,,0.17633928571428573,17.633928571428573,0.4017857142857143,40.17857142857143,0.12946428571428573,12.946428571428573,0.044642857142857144,4.464285714285714,0.03794642857142857,3.7946428571428568,0.07366071428571429,7.366071428571429,LTW23,Bessungen
Landtagswahl 2023,640,00640 - Herderschule,509,74,161,63,48,26,52,,,,,,,0.14538310412573674,14.538310412573674,0.3163064833005894,31.630648330058943,0.1237721021611002,12.37721021611002,0.09430255402750491,9.430255402750491,0.05108055009823183,5.1080550098231825,0.10216110019646366,10.216110019646365,LTW23,Bessungen
Landtagswahl 2023,650,00650 - Lichtenbergschule,338,53,106,41,39,15,38,,,,,,,0.15680473372781065,15.680473372781064,0.3136094674556213,31.360946745562128,0.12130177514792899,12.1301775147929,0.11538461538461539,11.538461538461538,0.04437869822485207,4.437869822485207,0.11242603550295859,11.242603550295858,LTW23,Bessungen
Landtagswahl 2023,660,00660 - Herderschule,496,80,166,59,41,28,50,,,,,,,0.16129032258064516,16.129032258064516,0.3346774193548387,33.46774193548387,0.11895161290322581,11.895161290322582,0.08266129032258064,8.266129032258064,0.056451612903225805,5.64516129032258,0.10080645161290322,10.080645161290322,LTW23,Bessungen
Landtagswahl 2023,680,00680 - Mornewegschule (Schulcontainer),609,110,201,122,43,30,48,,,,,,,0.180623973727422,18.0623973727422,0.33004926108374383,33.004926108374384,0.20032840722495895,20.032840722495894,0.07060755336617405,7.060755336617405,0.04926108374384237,4.926108374384237,0.07881773399014778,7.8817733990147785,LTW23,Bessungen
Landtagswahl 2023,690,00690 - Mornewegschule (Schulcontainer),515,113,148,82,53,31,22,,,,,,,0.21941747572815534,21.941747572815533,0.287378640776699,28.7378640776699,0.15922330097087378,15.922330097087379,0.1029126213592233,10.29126213592233,0.06019417475728155,6.019417475728155,0.04271844660194175,4.271844660194175,LTW23,Bessungen
Landtagswahl 2023,710,00710 - Georg-Moller-Haus,466,75,110,83,50,20,51,,,,,,,0.1609442060085837,16.09442060085837,0.23605150214592274,23.605150214592275,0.1781115879828326,17.811158798283262,0.1072961373390558,10.72961373390558,0.04291845493562232,4.291845493562231,0.10944206008583691,10.944206008583691,LTW23,DA-Mitte
Landtagswahl 2023,720,00720 - Mornewegschule (Schulcontainer),366,46,106,69,50,21,18,,,,,,,0.12568306010928962,12.568306010928962,0.2896174863387978,28.96174863387978,0.1885245901639344,18.852459016393443,0.1366120218579235,13.661202185792352,0.05737704918032787,5.737704918032787,0.04918032786885246,4.918032786885246,LTW23,DA-West
Landtagswahl 2023,730,00730 - Heinrich-Heine-Schule,550,86,176,92,47,21,47,,,,,,,0.15636363636363637,15.636363636363637,0.32,32.0,0.16727272727272727,16.727272727272727,0.08545454545454545,8.545454545454545,0.038181818181818185,3.8181818181818183,0.08545454545454545,8.545454545454545,LTW23,DA-West
Landtagswahl 2023,750,00750 - Heinrich-Heine-Schule,310,76,52,41,64,14,23,,,,,,,0.24516129032258063,24.516129032258064,0.16774193548387098,16.7741935483871,0.13225806451612904,13.225806451612904,0.2064516129032258,20.64516129032258,0.04516129032258064,4.516129032258064,0.07419354838709677,7.419354838709677,LTW23,DA-West
Landtagswahl 2023,760,00760 - Heinrich-Heine-Schule,493,100,114,83,67,16,24,,,,,,,0.2028397565922921,20.28397565922921,0.23123732251521298,23.123732251521297,0.16835699797160245,16.835699797160245,0.1359026369168357,13.590263691683571,0.032454361054766734,3.2454361054766734,0.0486815415821501,4.86815415821501,LTW23,DA-West
Landtagswahl 2023,780,00780 - Wilhelm-Leuschner-Schule,557,101,130,80,94,22,51,,,,,,,0.1813285457809695,18.13285457809695,0.2333931777378815,23.339317773788153,0.1436265709156194,14.362657091561939,0.1687612208258528,16.87612208258528,0.03949730700179533,3.949730700179533,0.09156193895870736,9.156193895870736,LTW23,DA-West
Landtagswahl 2023,790,00790 - Wilhelm-Leuschner-Schule,450,92,122,65,51,19,26,,,,,,,0.20444444444444446,20.444444444444446,0.27111111111111114,27.111111111111114,0.14444444444444443,14.444444444444443,0.11333333333333333,11.333333333333332,0.042222222222222223,4.222222222222222,0.057777777777777775,5.777777777777778,LTW23,DA-West
Landtagswahl 2023,800,00800 - Verwaltungsseminar,413,52,133,59,49,25,28,,,,,,,0.12590799031476999,12.590799031477,0.3220338983050847,32.20338983050847,0.14285714285714285,14.285714285714285,0.11864406779661017,11.864406779661017,0.06053268765133172,6.053268765133172,0.06779661016949153,6.779661016949152,LTW23,DA-West
Landtagswahl 2023,810,00810 - Verwaltungsseminar,313,53,109,26,34,26,18,,,,,,,0.16932907348242812,16.93290734824281,0.34824281150159747,34.82428115015975,0.08306709265175719,8.30670926517572,0.10862619808306709,10.86261980830671,0.08306709265175719,8.30670926517572,0.05750798722044728,5.7507987220447285,LTW23,DA-West
